"","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"2628","female",1980,36,"middle",1,"marriage","no",930,"제조관련 단순 종사원",NA,3,"부산/경남/울산"
"2629","female",1983,33,"middle",5,NA,"yes",313,"회계 및 경리 사무원",138,3,"부산/경남/울산"
"2630","female",1998,18,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2631","male",1979,37,"middle",1,"marriage","no",231,"건축 및 토목 공학 기술자 및 시험원",316.6,3,"부산/경남/울산"
"2632","female",2010,6,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2633","female",2012,4,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2634","male",1954,62,"old",1,"marriage","yes",431,"운송 서비스 종사자",200,3,"부산/경남/울산"
"2635","female",1955,61,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2636","female",1981,35,"middle",5,NA,"yes",722,"의복 제조관련 기능 종사자",146.8,3,"부산/경남/울산"
"2637","female",1949,67,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2638","male",1974,42,"middle",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2639","male",1952,64,"old",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"2640","female",1943,73,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2641","male",1992,24,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2642","male",1941,75,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2643","female",1945,71,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2644","male",1941,75,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2645","female",1946,70,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2646","male",1973,43,"middle",1,"marriage","no",254,"문리 기술 및 예능 강사",NA,3,"부산/경남/울산"
"2647","female",1978,38,"middle",1,"marriage","no",313,"회계 및 경리 사무원",363.3,3,"부산/경남/울산"
"2648","female",2012,4,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2649","female",2014,2,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2650","female",1972,44,"middle",3,"divorce","no",313,"회계 및 경리 사무원",72,3,"부산/경남/울산"
"2651","male",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2652","female",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2653","female",1935,81,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2654","female",1966,50,"middle",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2655","female",1953,63,"old",2,NA,"yes",521,"매장 판매 종사자",48,3,"부산/경남/울산"
"2656","female",1944,72,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2657","male",1970,46,"middle",3,"divorce","yes",NA,NA,NA,3,"부산/경남/울산"
"2658","female",1996,20,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2659","male",1959,57,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2660","female",1963,53,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2661","male",1990,26,"young",5,NA,"yes",243,"간호사",203,3,"부산/경남/울산"
"2662","male",1996,20,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2663","male",1948,68,"old",3,"divorce","no",159,"기타 판매 및 고객서비스 관리자",158,3,"부산/경남/울산"
"2664","female",1967,49,"middle",2,NA,"no",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"2665","male",1992,24,"young",5,NA,"no",999,"기타 서비스관련 단순 종사원",94,3,"부산/경남/울산"
"2666","male",1978,38,"middle",1,"marriage","yes",312,"경영관련 사무원",532,3,"부산/경남/울산"
"2667","female",1979,37,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",382,3,"부산/경남/울산"
"2668","female",2007,9,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2669","male",2011,5,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2670","male",1952,64,"old",1,"marriage","no",873,"자동차 운전원",NA,3,"부산/경남/울산"
"2671","female",1957,59,"middle",1,"marriage","yes",442,"음식서비스 종사자",147.7,3,"부산/경남/울산"
"2672","male",1983,33,"middle",5,NA,"no",761,"전기 및 전자기기 설치 및 수리원",NA,3,"부산/경남/울산"
"2673","female",1937,79,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2674","male",1945,71,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"2675","female",1947,69,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"2676","female",1972,44,"middle",5,NA,"no",930,"제조관련 단순 종사원",108,4,"대구/경북"
"2677","male",1950,66,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2678","male",1969,47,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2679","female",1971,45,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2680","male",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2681","male",1970,46,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2682","female",1975,41,"middle",1,"marriage","yes",289,"매니저 및 기타 문화 예술 관련 종사자",50,3,"부산/경남/울산"
"2683","male",1996,20,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2684","male",2005,11,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2685","male",1965,51,"middle",1,"marriage","yes",442,"음식서비스 종사자",NA,3,"부산/경남/울산"
"2686","female",1968,48,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2687","male",2000,16,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2688","male",2005,11,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2689","male",1949,67,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2690","female",1954,62,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2691","male",1962,54,"middle",1,"marriage","yes",411,"경찰 소방 및 교도 관련 종사자",422.5,3,"부산/경남/울산"
"2692","female",1964,52,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2693","female",1993,23,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2694","female",1997,19,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2695","male",1961,55,"middle",1,"marriage","no",251,"대학 교수 및 강사",679.2,3,"부산/경남/울산"
"2696","female",1965,51,"middle",1,"marriage","yes",252,"학교 교사",598.2,3,"부산/경남/울산"
"2697","female",1992,24,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2698","female",1994,22,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2699","female",2000,16,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2700","female",1939,77,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2701","male",1941,75,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2702","female",1949,67,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2703","male",1941,75,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2704","female",1950,66,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2705","female",1985,31,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2706","male",1946,70,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2707","female",1953,63,"old",1,"marriage","no",721,"섬유 및 가죽 관련 기능 종사자",NA,3,"부산/경남/울산"
"2708","male",1972,44,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,3,"부산/경남/울산"
"2709","female",1975,41,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2710","female",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2711","male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2712","male",1973,43,"middle",3,"divorce","yes",851,"금속공작기계 조작원",211.5,3,"부산/경남/울산"
"2713","male",1952,64,"old",1,"marriage","yes",873,"자동차 운전원",211,3,"부산/경남/울산"
"2714","female",1950,66,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2715","male",1978,38,"middle",1,"marriage","no",312,"경영관련 사무원",453.6,3,"부산/경남/울산"
"2716","female",1945,71,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2717","male",1964,52,"middle",1,"marriage","no",753,"기계장비 설치 및 정비원",229.5,3,"부산/경남/울산"
"2718","female",1967,49,"middle",1,"marriage","yes",721,"섬유 및 가죽 관련 기능 종사자",140,3,"부산/경남/울산"
"2719","female",1994,22,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2720","male",1966,50,"middle",1,"marriage","no",792,"배관공",247,3,"부산/경남/울산"
"2721","female",1968,48,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2722","male",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2723","male",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2724","male",1978,38,"middle",1,"marriage","yes",510,"영업 종사자",583.3,3,"부산/경남/울산"
"2725","female",1978,38,"middle",1,"marriage","yes",521,"매장 판매 종사자",67,3,"부산/경남/울산"
"2726","female",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2727","female",2009,7,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2728","male",2011,5,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2729","male",1948,68,"old",3,"divorce","yes",NA,NA,NA,3,"부산/경남/울산"
"2730","female",1979,37,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2731","male",1978,38,"middle",1,"marriage","yes",312,"경영관련 사무원",391.6,3,"부산/경남/울산"
"2732","male",2011,5,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2733","female",2013,3,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2734","female",1935,81,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2735","male",1961,55,"middle",1,"marriage","no",873,"자동차 운전원",411.6,3,"부산/경남/울산"
"2736","female",1991,25,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2737","female",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2738","male",1973,43,"middle",2,NA,"no",312,"경영관련 사무원",350.7,3,"부산/경남/울산"
"2739","female",2003,13,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2740","male",1940,76,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2741","male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2742","male",1952,64,"old",1,"marriage","no",851,"금속공작기계 조작원",265.8,3,"부산/경남/울산"
"2743","female",1954,62,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2744","male",1951,65,"old",1,"marriage","no",510,"영업 종사자",NA,3,"부산/경남/울산"
"2745","female",1952,64,"old",1,"marriage","no",951,"가사 및 육아 도우미",150,3,"부산/경남/울산"
"2746","female",1947,69,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2747","male",1972,44,"middle",3,"divorce","yes",NA,NA,NA,3,"부산/경남/울산"
"2748","male",1968,48,"middle",3,"divorce","yes",NA,NA,NA,3,"부산/경남/울산"
"2749","male",1938,78,"old",1,"marriage","yes",873,"자동차 운전원",NA,3,"부산/경남/울산"
"2750","female",1942,74,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2751","female",1940,76,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2752","male",1989,27,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2753","male",1943,73,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2754","female",1950,66,"old",1,"marriage","yes",951,"가사 및 육아 도우미",56,3,"부산/경남/울산"
"2755","male",1981,35,"middle",1,"marriage","yes",239,"기타 공학 전문가 및 관련 종사자",424,3,"부산/경남/울산"
"2756","female",1984,32,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2757","female",2013,3,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2758","male",1935,81,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2759","female",1937,79,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2760","male",1959,57,"middle",1,"marriage","yes",772,"건설관련 기능 종사자",412,3,"부산/경남/울산"
"2761","female",1959,57,"middle",1,"marriage","yes",722,"의복 제조관련 기능 종사자",NA,3,"부산/경남/울산"
"2762","female",1997,19,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2763","female",1949,67,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2764","female",1971,45,"middle",5,NA,"no",281,"작가 기자 및 출판 전문가",782,1,"서울"
"2765","male",1952,64,"old",1,"marriage","yes",799,"기타 기능관련 종사자",204,3,"부산/경남/울산"
"2766","female",1956,60,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2767","female",1981,35,"middle",1,"marriage","no",243,"간호사",268.2,3,"부산/경남/울산"
"2768","female",1983,33,"middle",1,"marriage","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"2769","male",1976,40,"middle",1,"marriage","no",510,"영업 종사자",358.3,3,"부산/경남/울산"
"2770","male",2011,5,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2771","male",1983,33,"middle",1,"marriage","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"2772","male",2012,4,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2773","male",2013,3,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2774","male",1944,72,"old",1,"marriage","yes",942,"경비원 및 검표원",90,3,"부산/경남/울산"
"2775","female",1949,67,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2776","male",1947,69,"old",1,"marriage","yes",151,"판매 및 운송 관리자",162,3,"부산/경남/울산"
"2777","female",1946,70,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2778","female",1974,42,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2779","male",1979,37,"middle",1,"marriage","no",874,"물품이동 장비 조작원",224.5,3,"부산/경남/울산"
"2780","male",1981,35,"middle",1,"marriage","no",873,"자동차 운전원",258.3,3,"부산/경남/울산"
"2781","male",1975,41,"middle",1,"marriage","no",411,"경찰 소방 및 교도 관련 종사자",325,3,"부산/경남/울산"
"2782","male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2783","female",2008,8,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2784","female",1983,33,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"2785","female",1987,29,"young",1,"marriage","no",313,"회계 및 경리 사무원",157,3,"부산/경남/울산"
"2786","female",2014,2,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2787","female",1941,75,"old",2,NA,"yes",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"2788","male",1972,44,"middle",5,NA,"yes",762,"전기공",233.1,3,"부산/경남/울산"
"2789","male",1943,73,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2790","female",1945,71,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2791","male",1973,43,"middle",1,"marriage","no",429,"기타 이미용 예식 및 의료보조 서비스 종사자",NA,3,"부산/경남/울산"
"2792","female",1973,43,"middle",1,"marriage","no",999,"기타 서비스관련 단순 종사원",NA,3,"부산/경남/울산"
"2793","female",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2794","female",2003,13,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2795","male",1975,41,"middle",1,"marriage","yes",441,"주방장 및 조리사",NA,3,"부산/경남/울산"
"2796","female",1979,37,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2797","male",2004,12,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2798","female",1947,69,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2799","male",2012,4,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2800","male",1951,65,"old",1,"marriage","yes",953,"판매관련 단순 종사원",NA,3,"부산/경남/울산"
"2801","female",1955,61,"old",1,"marriage","yes",951,"가사 및 육아 도우미",110,3,"부산/경남/울산"
"2802","female",1983,33,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",NA,3,"부산/경남/울산"
"2803","male",1981,35,"middle",1,"marriage","no",239,"기타 공학 전문가 및 관련 종사자",296.5,3,"부산/경남/울산"
"2804","male",2013,3,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2805","female",1945,71,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2806","female",1972,44,"middle",3,"divorce","no",441,"주방장 및 조리사",NA,3,"부산/경남/울산"
"2807","female",1995,21,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2808","female",1997,19,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2809","male",1959,57,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2810","female",1963,53,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",158,3,"부산/경남/울산"
"2811","male",1986,30,"middle",1,"marriage","yes",411,"경찰 소방 및 교도 관련 종사자",360,1,"서울"
"2812","male",1989,27,"young",5,NA,"no",411,"경찰 소방 및 교도 관련 종사자",113,3,"부산/경남/울산"
"2813","female",1984,32,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2814","male",1957,59,"middle",1,"marriage","yes",873,"자동차 운전원",NA,3,"부산/경남/울산"
"2815","female",1960,56,"middle",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",180,3,"부산/경남/울산"
"2816","female",1993,23,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2817","male",1941,75,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"2818","female",1943,73,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2819","male",1975,41,"middle",5,NA,"no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"2820","male",1975,41,"middle",1,"marriage","yes",274,"기술영업 및 중개 관련 종사자",NA,3,"부산/경남/울산"
"2821","female",1982,34,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",287,3,"부산/경남/울산"
"2822","female",2006,10,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2823","male",2008,8,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2824","male",1973,43,"middle",1,"marriage","no",151,"판매 및 운송 관리자",573.3,3,"부산/경남/울산"
"2825","female",1946,70,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2826","female",1974,42,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2827","male",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2828","male",2013,3,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2829","male",1955,61,"old",1,"marriage","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"2830","female",1955,61,"old",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"2831","female",1977,39,"middle",5,NA,"no",243,"간호사",158,3,"부산/경남/울산"
"2832","male",1964,52,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",NA,3,"부산/경남/울산"
"2833","female",1963,53,"middle",1,"marriage","yes",930,"제조관련 단순 종사원",138,3,"부산/경남/울산"
